Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Vincent Borgesi,2004-03-02,Vincent Borgesi|2004-03-02,Northeastern,D,36,5,"5'8""",172,Right,,Possession,xG For %,41.843971631205676,43.976805464146985,38.5,2025-26,36,18.0,5.0,13.0,
Ryan Gordon,2002-05-05,Ryan Gordon|2002-05-05,Ohio State,F,37,4,"6'0""",185,Right,,Possession,xG For %,42.42424242424242,48.11011293709838,27.09497206703911,2025-26,37,21.0,5.0,16.0,
Gavin Mccarthy,2005-06-02,Gavin Mccarthy|2005-06-02,Boston University,D,37,4,"6'2""",185,Right,,Possession,xG For %,42.79661016949152,43.976805464146985,44.5,2025-26,37,22.0,5.0,17.0,
Kieran Cebrian,2003-03-31,Kieran Cebrian|2003-03-31,Denver,F,44,4,"6'2""",194,Left,,Possession,xG For %,44.65408805031446,48.11011293709838,33.798882681564244,2025-26,44,17.0,6.0,11.0,
Ty Daneault,2004-12-20,Ty Daneault|2004-12-20,Merrimack,F,21,4,"5'11""",192,Right,,Possession,xG For %,43.5897435897436,48.11011293709838,30.446927374301673,2025-26,21,8.0,3.0,5.0,
Anthony Menghini,2002-12-03,Anthony Menghini|2002-12-03,North Dakota,F,37,4,"5'10""",187,Left,,Possession,xG For %,59.183673469387756,48.11011293709838,89.94413407821229,2025-26,37,14.0,5.0,9.0,
Ryan Coughlin,2001-02-09,Ryan Coughlin|2001-02-09,Mercyhurst,F,37,5,"6'0""",181,Right,,Possession,xG For %,32.55813953488372,48.11011293709838,5.027932960893855,2025-26,37,11.0,5.0,6.0,
Clint Levens,2003-06-19,Clint Levens|2003-06-19,Providence,F,35,4,"6'3""",185,Right,,Possession,xG For %,38.532110091743114,48.11011293709838,15.363128491620111,2025-26,35,13.0,5.0,8.0,
McKay Hayes,2002-01-27,McKay Hayes|2002-01-27,Robert Morris,F,14,4,"6'2""",205,Left,,Possession,xG For %,45.744680851063826,48.11011293709838,38.26815642458101,2025-26,14,6.0,2.0,4.0,
Bobby Metz,2001-08-20,Bobby Metz|2001-08-20,Colgate,D,28,5,"5'9""",179,Right,,Possession,xG For %,50.87719298245613,43.976805464146985,78.25,2025-26,28,5.0,4.0,1.0,
Lucas Olvestad,2002-03-19,Lucas Olvestad|2002-03-19,UMass Minuteme,D,37,5,"6'1""",190,Left,,Possession,xG For %,40.625,43.976805464146985,35.5,2025-26,37,15.0,5.0,10.0,
Owen McLaughlin,2003-03-25,Owen McLaughlin|2003-03-25,Boston University,F,35,5,"6'0""",174,Left,,Possession,xG For %,55.072463768115945,48.11011293709838,74.30167597765363,2025-26,35,20.0,5.0,15.0,
Frank Djurasevic,2002-03-09,Frank Djurasevic|2002-03-09,Maine,D,35,4,"6'2""",198,Right,,Possession,xG For %,46.76616915422886,43.976805464146985,62.5,2025-26,35,13.0,5.0,8.0,
Casey McDonald,2001-05-10,Casey McDonald|2001-05-10,Long Island,F,35,5,"6'1""",185,Right,,Possession,xG For %,39.743589743589745,48.11011293709838,19.553072625698324,2025-26,35,12.0,5.0,7.0,
Cade Ahrenholz,2002-11-30,Cade Ahrenholz|2002-11-30,Alaska,F,14,5,"6'3""",218,Right,,Possession,xG For %,46.05263157894737,48.11011293709838,39.94413407821229,2025-26,14,6.0,2.0,4.0,
Jarod Crespo,2002-04-30,Jarod Crespo|2002-04-30,Penn State,D,36,5,"6'0""",190,Right,,Possession,xG For %,36.073059360730596,43.976805464146985,22.0,2025-26,36,17.0,5.0,12.0,
Carter Batchelder,2003-02-25,Carter Batchelder|2003-02-25,Lake Superior State,F,36,4,"5'10""",176,Left,,Possession,xG For %,37.77777777777778,48.11011293709838,13.966480446927374,2025-26,36,14.0,5.0,9.0,
Matthew Perkins,2004-01-21,Matthew Perkins|2004-01-21,Northeastern,F,29,4,"5'11""",172,Left,,Possession,xG For %,41.911764705882355,48.11011293709838,25.69832402234637,2025-26,29,7.0,4.0,3.0,
Conor Cole,2001-10-28,Conor Cole|2001-10-28,Alaska Anchorage,F,22,5,"5'10""",183,Left,,Possession,xG For %,49.03225806451613,48.11011293709838,51.675977653631286,2025-26,22,11.0,3.0,8.0,
Will Gilson,2001-06-28,Will Gilson|2001-06-28,Quinnipiac,D,37,5,"6'0""",170,Right,,Possession,xG For %,66.35071090047393,43.976805464146985,100.0,2025-26,37,28.0,5.0,23.0,
Matthew Fusco,2003-03-07,Matthew Fusco|2003-03-07,Dartmouth,D,31,4,"5'11""",194,Right,,Possession,xG For %,60.91954022988505,43.976805464146985,98.5,2025-26,31,6.0,4.0,2.0,
Evan Orr,2001-01-09,Evan Orr|2001-01-09,Stonehill,D,38,5,"5'11""",185,Left,,Possession,xG For %,50.403225806451616,43.976805464146985,75.0,2025-26,38,19.0,5.0,14.0,
Mack Oliphant,2002-12-28,Mack Oliphant|2002-12-28,Holy Cross,D,38,5,"6'3""",194,Right,,Possession,xG For %,48.50746268656717,43.976805464146985,69.0,2025-26,38,17.0,5.0,12.0,
Timothy Heinke,2001-10-02,Timothy Heinke|2001-10-02,Holy Cross,F,38,4,"6'1""",194,Left,,Possession,xG For %,57.04225352112676,48.11011293709838,82.12290502793296,2025-26,38,15.0,5.0,10.0,
Matt Basgall,2002-08-16,Matt Basgall|2002-08-16,Michigan State,D,39,5,"5'10""",190,Right,,Possession,xG For %,58.77551020408163,43.976805464146985,97.0,2025-26,39,22.0,5.0,17.0,
Hunter Andrew,2002-10-25,Hunter Andrew|2002-10-25,Canisius,F,30,5,"6'0""",165,Left,,Possession,xG For %,44.33962264150943,48.11011293709838,32.68156424581006,2025-26,30,12.0,4.0,8.0,
Sasha Teleguine,2002-09-17,Sasha Teleguine|2002-09-17,Lake Superior State,F,38,5,"5'11""",194,Left,,Possession,xG For %,46.0431654676259,48.11011293709838,39.66480446927375,2025-26,38,13.0,5.0,8.0,
Zach Bookman,2002-03-29,Zach Bookman|2002-03-29,Western Michigan,D,39,5,"5'11""",176,Right,,Possession,xG For %,56.28140703517588,43.976805464146985,93.0,2025-26,39,17.0,5.0,12.0,
Xavier Jean-Louis,2001-06-25,Xavier Jean-Louis|2001-06-25,Ferris State,D,39,5,"6'5""",212,Left,,Possession,xG For %,47.093023255813954,43.976805464146985,64.5,2025-26,39,15.0,5.0,10.0,
John Herrington,2002-04-19,John Herrington|2002-04-19,Lake Superior State,F,38,4,"5'11""",181,Left,,Possession,xG For %,40.23668639053255,48.11011293709838,21.22905027932961,2025-26,38,13.0,5.0,8.0,
Eric Charpentier,2002-06-10,Eric Charpentier|2002-06-10,Dartmouth,D,34,4,"6'3""",205,Left,,Possession,xG For %,41.98113207547169,43.976805464146985,41.5,2025-26,34,13.0,4.0,9.0,
Philippe Jacques,2002-10-29,Philippe Jacques|2002-10-29,RIT,F,33,5,"6'4""",205,Left,,Possession,xG For %,40.67796610169492,48.11011293709838,22.3463687150838,2025-26,33,8.0,4.0,4.0,
Isack Bandu,2001-05-03,Isack Bandu|2001-05-03,St. Lawrence,D,32,5,"6'2""",194,Left,,Possession,xG For %,31.318681318681318,43.976805464146985,7.000000000000001,2025-26,32,4.0,4.0,,
Ben Troumbly,2001-11-21,Ben Troumbly|2001-11-21,Augustana,F,26,4,"5'7""",150,Right,,Possession,xG For %,48.484848484848484,48.11011293709838,48.60335195530726,2025-26,26,8.0,3.0,5.0,
Adam Ingram,2003-10-14,Adam Ingram|2003-10-14,St. Cloud State,F,24,5,"6'2""",161,Left,,Possession,xG For %,64.49275362318842,48.11011293709838,97.76536312849163,2025-26,24,13.0,3.0,10.0,
Robert Kincaid,2002-05-13,Robert Kincaid|2002-05-13,Canisius,D,33,5,"6'2""",185,Left,,Possession,xG For %,51.85185185185185,43.976805464146985,80.5,2025-26,33,14.0,4.0,10.0,
Stefano Bottini,2002-05-03,Stefano Bottini|2002-05-03,Canisius,F,32,5,"6'0""",181,Left,,Possession,xG For %,37.03703703703704,48.11011293709838,12.011173184357542,2025-26,32,8.0,4.0,4.0,
Joey Potter,2003-05-09,Joey Potter|2003-05-09,Alaska Anchorage,D,33,4,"5'11""",185,Right,,Possession,xG For %,43.96135265700484,43.976805464146985,50.0,2025-26,33,11.0,4.0,7.0,
Xavier Lapointe,2002-01-26,Xavier Lapointe|2002-01-26,RIT,D,17,5,"6'0""",185,Left,,Possession,xG For %,43.83561643835617,43.976805464146985,49.5,2025-26,17,7.0,2.0,5.0,
Riley Stuart,2002-01-17,Riley Stuart|2002-01-17,Colorado College,F,34,4,"6'2""",201,Right,,Possession,xG For %,38.888888888888886,48.11011293709838,16.061452513966483,2025-26,34,8.0,4.0,4.0,
Abram Wiebe,2003-08-28,Abram Wiebe|2003-08-28,North Dakota,D,41,4,"6'2""",187,Left,,Possession,xG For %,55.1219512195122,43.976805464146985,89.0,2025-26,41,31.0,5.0,26.0,
Jonathan Ziskie,2001-03-19,Jonathan Ziskie|2001-03-19,Niagara,D,34,4,"6'3""",187,Left,,Possession,xG For %,50.78125,43.976805464146985,76.5,2025-26,34,12.0,4.0,8.0,
Shawn O'Donnell,2003-06-21,Shawn O'Donnell|2003-06-21,Clarkson,F,34,4,"5'11""",181,Left,,Possession,xG For %,39.25233644859813,48.11011293709838,17.877094972067038,2025-26,34,8.0,4.0,4.0,
Caige Sterzer,2000-08-08,Caige Sterzer|2000-08-08,St. Thomas,F,34,5,"6'5""",216,Left,,Possession,xG For %,56.07476635514019,48.11011293709838,78.2122905027933,2025-26,34,13.0,4.0,9.0,
Jake Livanavage,2004-05-06,Jake Livanavage|2004-05-06,North Dakota,D,41,4,"5'10""",174,Left,,Possession,xG For %,52.81385281385281,43.976805464146985,84.5,2025-26,41,25.0,5.0,20.0,
Jacob Slipec,2001-12-05,Jacob Slipec|2001-12-05,Nebraska-Omaha,F,34,5,"5'11""",187,Right,,Possession,xG For %,38.888888888888886,48.11011293709838,16.061452513966483,2025-26,34,8.0,4.0,4.0,
Kienan Draper,2002-02-19,Kienan Draper|2002-02-19,Michigan,F,42,5,"6'0""",187,Right,,Possession,xG For %,40.14084507042253,48.11011293709838,20.670391061452513,2025-26,42,18.0,5.0,13.0,
Matt Argentina,2003-01-16,Matt Argentina|2003-01-16,Northern Michigan,F,34,5,"5'11""",194,Right,,Possession,xG For %,41.6,48.11011293709838,25.139664804469277,2025-26,34,10.0,4.0,6.0,
Garrett Horsager,2002-02-02,Garrett Horsager|2002-02-02,Bentley,D,24,4,"6'0""",181,Left,,Possession,xG For %,52.48618784530387,43.976805464146985,84.0,2025-26,24,8.0,3.0,5.0,
Nathan McBrayer,2004-05-11,Nathan McBrayer|2004-05-11,Ohio State,D,36,4,"6'0""",194,Left,,Possession,xG For %,41.836734693877546,43.976805464146985,37.75,2025-26,36,10.0,4.0,6.0,
Luc Laylin,2001-12-30,Luc Laylin|2001-12-30,St. Thomas,F,37,5,"5'8""",170,Right,,Possession,xG For %,51.28205128205129,48.11011293709838,60.893854748603346,2025-26,37,6.0,4.0,2.0,
Drew Fortescue,2005-04-28,Drew Fortescue|2005-04-28,Boston College,D,37,4,"6'2""",176,Left,,Possession,xG For %,46.919431279620845,43.976805464146985,64.0,2025-26,37,14.0,4.0,10.0,
Jimmy Clark,2004-09-24,Jimmy Clark|2004-09-24,Minnesota,F,37,4,"6'0""",179,Left,,Possession,xG For %,42.13483146067416,48.11011293709838,26.256983240223462,2025-26,37,14.0,4.0,10.0,
David Ma,2002-06-22,David Ma|2002-06-22,Princeton,D,35,5,"5'11""",174,Left,,Possession,xG For %,49.735449735449734,43.976805464146985,73.0,2025-26,35,9.0,4.0,5.0,
William Howard,2001-11-30,William Howard|2001-11-30,Augustana,F,38,4,"6'2""",190,Left,,Possession,xG For %,45.05494505494506,48.11011293709838,34.357541899441344,2025-26,38,8.0,4.0,4.0,
Lane Brockhoff,2000-04-11,Lane Brockhoff|2000-04-11,Niagara,D,35,5,"6'1""",207,Left,,Possession,xG For %,37.36263736263737,43.976805464146985,25.5,2025-26,35,15.0,4.0,11.0,
Ryan Alexander,2002-06-17,Ryan Alexander|2002-06-17,Colorado College,F,35,5,"5'10""",179,Left,,Possession,xG For %,53.773584905660364,48.11011293709838,70.39106145251397,2025-26,35,15.0,4.0,11.0,
Holden Doell,2003-12-01,Holden Doell|2003-12-01,Ferris State,F,27,4,"5'11""",185,Right,,Possession,xG For %,45.96774193548387,48.11011293709838,39.385474860335194,2025-26,27,8.0,3.0,5.0,
Owen Murray,2002-12-01,Owen Murray|2002-12-01,UMass Minuteme,D,35,5,"5'10""",181,Right,,Possession,xG For %,36.224489795918366,43.976805464146985,22.5,2025-26,35,9.0,4.0,5.0,
Charlie Schoen,2001-06-02,Charlie Schoen|2001-06-02,St. Thomas,F,28,4,"5'10""",161,Right,,Possession,xG For %,61.15702479338842,48.11011293709838,94.1340782122905,2025-26,28,17.0,3.0,14.0,
Robby Newton,2001-07-16,Robby Newton|2001-07-16,Colgate,F,35,4,"5'9""",194,Right,,Possession,xG For %,37.179487179487175,48.11011293709838,12.430167597765362,2025-26,35,8.0,4.0,4.0,
Nate Benoit,2002-11-26,Nate Benoit|2002-11-26,Long Island,D,35,4,"6'1""",187,Left,,Possession,xG For %,47.717842323651446,43.976805464146985,66.0,2025-26,35,15.0,4.0,11.0,
Thomas Sinclair,2002-12-26,Thomas Sinclair|2002-12-26,Vermont,F,35,5,"6'3""",194,Right,,Possession,xG For %,33.939393939393945,48.11011293709838,7.262569832402235,2025-26,35,10.0,4.0,6.0,
Cy LeClerc,2002-08-17,Cy LeClerc|2002-08-17,New Hampshire,F,35,5,"5'9""",174,Left,,Possession,xG For %,50.526315789473685,48.11011293709838,57.402234636871505,2025-26,35,17.0,4.0,13.0,
Cale Ashcroft,2004-08-05,Cale Ashcroft|2004-08-05,Denver,D,44,4,"5'10""",185,Left,,Possession,xG For %,53.987730061349694,43.976805464146985,87.0,2025-26,44,15.0,5.0,10.0,
Grant Ahcan,2002-05-18,Grant Ahcan|2002-05-18,St. Cloud State,F,36,5,"5'11""",165,Left,,Possession,xG For %,40.0,48.11011293709838,20.251396648044693,2025-26,36,9.0,4.0,5.0,
Michael Craig,2002-08-26,Michael Craig|2002-08-26,Robert Morris,D,27,4,"5'10""",174,Right,,Possession,xG For %,46.753246753246756,43.976805464146985,62.0,2025-26,27,14.0,3.0,11.0,
Gunnar Thoreson,2002-03-19,Gunnar Thoreson|2002-03-19,St. Lawrence,F,35,4,"5'10""",185,Left,,Possession,xG For %,22.22222222222222,48.11011293709838,0.8379888268156425,2025-26,35,10.0,4.0,6.0,
TJ Schweighardt,2001-03-15,TJ Schweighardt|2001-03-15,UMass-Lowell,D,36,5,"6'0""",181,Right,,Possession,xG For %,46.15384615384615,43.976805464146985,58.5,2025-26,36,19.0,4.0,15.0,
Ryan Healey,2004-05-19,Ryan Healey|2004-05-19,Harvard,D,35,5,"6'0""",176,Right,,Possession,xG For %,50.83798882681564,43.976805464146985,77.5,2025-26,35,11.0,4.0,7.0,
Thomas Freel,2001-06-26,Thomas Freel|2001-06-26,Maine,F,35,5,"5'11""",181,Left,,Possession,xG For %,57.861635220125784,48.11011293709838,85.47486033519553,2025-26,35,13.0,4.0,9.0,
Austen May,2003-05-19,Austen May|2003-05-19,Northeastern,D,36,5,"5'11""",170,Right,,Possession,xG For %,39.743589743589745,43.976805464146985,32.0,2025-26,36,10.0,4.0,6.0,
Dario Beljo,2002-08-15,Dario Beljo|2002-08-15,Robert Morris,F,27,4,"6'3""",190,Left,,Possession,xG For %,39.62264150943396,48.11011293709838,18.156424581005588,2025-26,27,6.0,3.0,3.0,
Matthew Morden,2004-07-29,Matthew Morden|2004-07-29,Harvard,D,35,4,"6'4""",203,Left,,Possession,xG For %,39.83050847457627,43.976805464146985,33.0,2025-26,35,20.0,4.0,16.0,
Ethan Bono,2004-01-15,Ethan Bono|2004-01-15,Rensselaer,F,36,4,"6'3""",201,Left,,Possession,xG For %,29.166666666666668,48.11011293709838,3.910614525139665,2025-26,36,11.0,4.0,7.0,
William Smith,2003-03-29,William Smith|2003-03-29,Ohio State,D,37,4,"6'1""",194,Left,,Possession,xG For %,43.43891402714932,43.976805464146985,46.5,2025-26,37,12.0,4.0,8.0,
Luke van Why,2003-01-21,Luke van Why|2003-01-21,Robert Morris,D,31,4,"5'10""",172,Right,,Possession,xG For %,46.51162790697674,43.976805464146985,60.0,2025-26,31,9.0,3.0,6.0,
Ethan Zielke,2003-08-03,Ethan Zielke|2003-08-03,Lindenwood,F,29,4,"5'10""",179,Left,,Possession,xG For %,37.49999999999999,48.11011293709838,13.687150837988826,2025-26,29,12.0,3.0,9.0,
John Driscoll,2001-08-19,John Driscoll|2001-08-19,Sacred Heart,D,41,5,"6'4""",205,Left,,Possession,xG For %,35.294117647058826,43.976805464146985,18.0,2025-26,41,12.0,4.0,8.0,
Tyler Rubin,2003-01-10,Tyler Rubin|2003-01-10,Princeton,D,31,5,"5'10""",150,Left,,Possession,xG For %,55.882352941176464,43.976805464146985,91.5,2025-26,31,16.0,3.0,13.0,
Brady Hunter,2002-07-27,Brady Hunter|2002-07-27,Stonehill,F,31,4,"5'8""",174,Left,,Possession,xG For %,46.666666666666664,48.11011293709838,43.575418994413404,2025-26,31,8.0,3.0,5.0,
Kalen Szeto,2002-10-12,Kalen Szeto|2002-10-12,Yale,F,31,5,"5'7""",154,Right,,Possession,xG For %,33.333333333333336,48.11011293709838,6.424581005586592,2025-26,31,5.0,3.0,2.0,
Trevor Russell,2000-02-02,Trevor Russell|2000-02-02,Rensselaer,D,30,5,"6'2""",205,Right,,Possession,xG For %,31.446540880503143,43.976805464146985,8.0,2025-26,30,4.0,3.0,1.0,
Campbell Cichosz,2001-08-23,Campbell Cichosz|2001-08-23,Minnesota State,D,40,5,"6'1""",185,Right,,Possession,xG For %,37.368421052631575,43.976805464146985,26.0,2025-26,40,13.0,4.0,9.0,
Kyle Gaffney,2001-09-05,Kyle Gaffney|2001-09-05,Minnesota Duluth,F,39,5,"6'0""",181,Left,,Possession,xG For %,56.4625850340136,48.11011293709838,80.16759776536313,2025-26,39,17.0,4.0,13.0,
Luca Fantilli,2002-12-30,Luca Fantilli|2002-12-30,Michigan,D,42,5,"6'0""",183,Left,,Possession,xG For %,47.93814432989691,43.976805464146985,66.5,2025-26,42,18.0,4.0,14.0,
Michael Cataldo,2003-05-04,Michael Cataldo|2003-05-04,Brown,F,31,4,"6'1""",201,Right,,Possession,xG For %,24.193548387096772,48.11011293709838,1.1173184357541899,2025-26,31,7.0,3.0,4.0,
Jakob Stender,2002-08-07,Jakob Stender|2002-08-07,Minnesota State,D,40,4,"6'1""",185,Left,,Possession,xG For %,35.975609756097555,43.976805464146985,20.5,2025-26,40,8.0,4.0,4.0,
Mikey Adamson,2001-08-16,Mikey Adamson|2001-08-16,Sacred Heart,D,40,5,"5'9""",170,Left,,Possession,xG For %,55.81395348837209,43.976805464146985,91.0,2025-26,40,33.0,4.0,29.0,
Elan Bar-Lev-Wise,2001-02-01,Elan Bar-Lev-Wise|2001-02-01,Yale,F,11,4,"6'0""",190,Right,,Possession,xG For %,34.177215189873415,48.11011293709838,7.5418994413407825,2025-26,11,1.0,1.0,,
Connor Eddy,2002-04-18,Connor Eddy|2002-04-18,UMass-Lowell,F,33,5,"6'1""",201,Left,,Possession,xG For %,42.142857142857146,48.11011293709838,26.536312849162012,2025-26,33,9.0,3.0,6.0,
Ethan Benz,2001-03-29,Ethan Benz|2001-03-29,Union,F,22,5,"6'1""",190,Left,,Possession,xG For %,57.692307692307686,48.11011293709838,84.63687150837988,2025-26,22,4.0,2.0,2.0,
Eli Sebastian,2004-05-19,Eli Sebastian|2004-05-19,Northeastern,F,35,4,"5'11""",192,Left,,Possession,xG For %,28.571428571428577,48.11011293709838,3.6312849162011176,2025-26,35,6.0,3.0,3.0,
Jacob Badal,2001-10-05,Jacob Badal|2001-10-05,Ferris State,F,22,4,"6'1""",201,Left,,Possession,xG For %,50.61728395061728,48.11011293709838,57.821229050279335,2025-26,22,4.0,2.0,2.0,
Finlay Williams,2003-04-21,Finlay Williams|2003-04-21,Minnesota State,F,34,4,"6'1""",185,Right,,Possession,xG For %,40.800000000000004,48.11011293709838,22.905027932960895,2025-26,34,14.0,3.0,11.0,
Barrett Brooks,2001-12-19,Barrett Brooks|2001-12-19,Mercyhurst,F,34,4,"5'7""",170,Right,,Possession,xG For %,20.833333333333336,48.11011293709838,0.27932960893854747,2025-26,34,4.0,3.0,1.0,
Warren Clark,2004-08-31,Warren Clark|2004-08-31,Northern Michigan,D,33,4,"6'3""",194,Right,,Possession,xG For %,32.73809523809524,43.976805464146985,11.0,2025-26,33,6.0,3.0,3.0,
Matthew Wilde,2002-04-30,Matthew Wilde|2002-04-30,UMass Minuteme,F,23,4,"6'3""",185,Left,,Possession,xG For %,59.813084112149525,48.11011293709838,91.34078212290503,2025-26,23,6.0,2.0,4.0,
Owen Mehlenbacher,2004-01-26,Owen Mehlenbacher|2004-01-26,UMass Minuteme,F,33,4,"6'2""",190,Left,,Possession,xG For %,42.857142857142854,48.11011293709838,27.932960893854748,2025-26,33,10.0,3.0,7.0,
Jaeden Mercier,2002-02-12,Jaeden Mercier|2002-02-12,Lindenwood,F,32,4,"5'11""",170,Right,,Possession,xG For %,53.44827586206896,48.11011293709838,68.43575418994413,2025-26,32,10.0,3.0,7.0,
Quinton Pepper,2002-01-31,Quinton Pepper|2002-01-31,St. Thomas,F,32,5,"5'0""",159,Right,,Possession,xG For %,58.87096774193549,48.11011293709838,89.3854748603352,2025-26,32,9.0,3.0,6.0,
Samuel Deckhut,2002-04-02,Samuel Deckhut|2002-04-02,Ohio State,F,33,4,"5'11""",194,Left,,Possession,xG For %,33.92857142857142,48.11011293709838,6.983240223463687,2025-26,33,6.0,3.0,3.0,
Alex Power,2002-01-04,Alex Power|2002-01-04,Quinnipiac,F,11,4,"6'1""",185,Left,,Possession,xG For %,57.14285714285714,48.11011293709838,82.68156424581005,2025-26,11,2.0,1.0,1.0,
Boris Skalos,2003-01-16,Boris Skalos|2003-01-16,RIT,F,23,4,"5'11""",185,Right,,Possession,xG For %,49.193548387096776,48.11011293709838,52.23463687150838,2025-26,23,6.0,2.0,4.0,
Peter Kramer,2002-08-08,Peter Kramer|2002-08-08,Bentley,F,22,4,"5'11""",183,Left,,Possession,xG For %,51.68539325842697,48.11011293709838,61.452513966480446,2025-26,22,4.0,2.0,2.0,
Kristaps Skrastins,2001-11-20,Kristaps Skrastins|2001-11-20,New Hampshire,F,35,5,"5'10""",179,Right,,Possession,xG For %,46.51162790697674,48.11011293709838,42.737430167597765,2025-26,35,9.0,3.0,6.0,
Jacob Guevin,2003-01-17,Jacob Guevin|2003-01-17,Nebraska-Omaha,D,33,5,"5'11""",190,Right,,Possession,xG For %,38.72340425531915,43.976805464146985,28.499999999999996,2025-26,33,10.0,3.0,7.0,
Anthony Cipollone,2002-05-14,Anthony Cipollone|2002-05-14,Quinnipiac,F,34,5,"5'6""",165,Left,,Possession,xG For %,55.294117647058826,48.11011293709838,75.69832402234637,2025-26,34,9.0,3.0,6.0,
Frank Ireland,2001-02-06,Frank Ireland|2001-02-06,Stonehill,F,32,4,"5'11""",185,Left,,Possession,xG For %,50.74626865671642,48.11011293709838,58.37988826815642,2025-26,32,10.0,3.0,7.0,
Andrew Centrella,2004-01-01,Andrew Centrella|2004-01-01,Providence,D,34,4,"5'0""",176,Left,,Possession,xG For %,63.85542168674698,43.976805464146985,99.5,2025-26,34,14.0,3.0,11.0,
Hoyt Stanley,2005-02-04,Hoyt Stanley|2005-02-04,Cornell,D,35,4,"6'3""",201,Right,,Possession,xG For %,53.846153846153854,43.976805464146985,86.5,2025-26,35,15.0,3.0,12.0,
C.J. Foley,2004-02-11,C.J. Foley|2004-02-11,Dartmouth,D,34,4,"5'11""",174,Right,,Possession,xG For %,50.87719298245613,43.976805464146985,78.25,2025-26,34,23.0,3.0,20.0,
Pat Lawn,2001-03-26,Pat Lawn|2001-03-26,Bentley,D,22,4,"5'11""",170,Right,,Possession,xG For %,43.42105263157895,43.976805464146985,46.0,2025-26,22,3.0,2.0,1.0,
Cole Galata,2002-03-18,Cole Galata|2002-03-18,Sacred Heart,F,37,4,"6'0""",181,Right,,Possession,xG For %,37.2093023255814,48.11011293709838,13.128491620111731,2025-26,37,7.0,3.0,4.0,
Ryan Shostak,2001-09-08,Ryan Shostak|2001-09-08,Brown,F,25,5,"6'0""",190,Left,,Possession,xG For %,29.577464788732392,48.11011293709838,4.189944134078212,2025-26,25,5.0,2.0,3.0,
Matthew McGroarty,2003-01-30,Matthew McGroarty|2003-01-30,Quinnipiac,F,37,4,"5'10""",172,Right,,Possession,xG For %,54.41176470588236,48.11011293709838,72.62569832402235,2025-26,37,6.0,3.0,3.0,
Hayden Hennen,2002-08-13,Hayden Hennen|2002-08-13,Augustana,D,38,4,"6'3""",181,Right,,Possession,xG For %,45.93495934959349,43.976805464146985,57.49999999999999,2025-26,38,15.0,3.0,12.0,
Evan Bushy,2002-03-26,Evan Bushy|2002-03-26,Lake Superior State,D,38,4,"6'1""",194,Left,,Possession,xG For %,30.88235294117647,43.976805464146985,6.0,2025-26,38,13.0,3.0,10.0,
Graham Gamache,2002-06-11,Graham Gamache|2002-06-11,Providence,F,36,4,"5'11""",183,Right,,Possession,xG For %,46.621621621621614,48.11011293709838,43.15642458100559,2025-26,36,17.0,3.0,14.0,
Tucker Ness,2002-11-25,Tucker Ness|2002-11-25,Arizona State,D,25,5,"6'3""",218,Right,,Possession,xG For %,32.11009174311927,43.976805464146985,10.0,2025-26,25,2.0,2.0,,
Charlie Banquier,2002-10-06,Charlie Banquier|2002-10-06,Stonehill,D,37,4,"6'2""",201,Right,,Possession,xG For %,38.578680203045685,43.976805464146985,28.000000000000004,2025-26,37,12.0,3.0,9.0,
Colton Cameron,2002-07-07,Colton Cameron|2002-07-07,Bentley,D,40,4,"5'11""",190,Left,,Possession,xG For %,43.604651162790695,43.976805464146985,48.0,2025-26,40,5.0,3.0,2.0,
Seamus Powell,2004-04-26,Seamus Powell|2004-04-26,Merrimack,D,39,5,"6'0""",165,Left,,Possession,xG For %,39.76833976833977,43.976805464146985,32.5,2025-26,39,18.0,3.0,15.0,
Joe Palodichuk,2003-02-26,Joe Palodichuk|2003-02-26,Wisconsin,D,37,4,"6'0""",174,Left,,Possession,xG For %,46.60194174757281,43.976805464146985,61.5,2025-26,37,17.0,3.0,14.0,
Reagan Milburn,2003-02-13,Reagan Milburn|2003-02-13,Lake Superior State,F,24,4,"6'0""",190,Left,,Possession,xG For %,36.84210526315789,48.11011293709838,11.452513966480447,2025-26,24,5.0,2.0,3.0,
Carter Slaggert,2005-03-04,Carter Slaggert|2005-03-04,Notre Dame,F,37,4,"5'9""",172,Left,,Possession,xG For %,32.93413173652694,48.11011293709838,5.58659217877095,2025-26,37,8.0,3.0,5.0,
Grayson Arnott,2001-06-14,Grayson Arnott|2001-06-14,Maine,D,12,5,"5'9""",152,Right,,Possession,xG For %,39.3939393939394,43.976805464146985,31.0,2025-26,12,1.0,1.0,,
J.P. Turner,2003-01-31,J.P. Turner|2003-01-31,New Hampshire,F,36,4,"6'0""",194,Right,,Possession,xG For %,43.925233644859816,48.11011293709838,32.122905027932966,2025-26,36,4.0,3.0,1.0,
Joseph Pierce,2002-10-02,Joseph Pierce|2002-10-02,Minnesota Duluth,D,38,5,"6'0""",196,Right,,Possession,xG For %,46.376811594202906,43.976805464146985,59.5,2025-26,38,5.0,3.0,2.0,
